rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,0,ARE.TO,AECON GROUP INC,Uranium,mid,45.31,91.11,-0.0417,0.132,0.3868,STRONG_DOWN,70.54,144.82,188.93,-21.01,56.4,40.68,1.6384,HIGH,-,50.5965,46.2899,32.8872,1,200.781,LEADER,54.3671
3,1,UEC,URANIUM ENERGY CORP,Uranium,large,13.1,95.56,0.0131,0.0332,-0.007,FLAT,9.35,153.88,85.55,-40.86,50.4,76.71,0.7768,LOW,EARLY,14.488,14.0432,13.7222,0,101.0996,LAGGARD,35.6352
4,1,1164.HK,CGN MINING CO LTD,Uranium,large,3.23,84.44,-0.0159,-0.0409,-0.1627,STRONG_UP,-6.92,111.78,18.5,-38.59,48.78,55.46,0.6407,LOW,EARLY,3.7955,3.9928,3.5515,0,98.3181,LAGGARD,34.851
6,2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,177.15,73.33,0.0236,-0.0376,0.0611,FLAT,-32.97,90.14,272.56,-61.35,52.0,78.24,0.8014,LOW,EARLY,198.5945,196.4282,249.8561,0,59.9065,LAGGARD,29.4601
8,4,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.62,75.56,0.0606,0.0163,-0.0256,STRONG_UP,-31.63,90.51,-14.72,-53.38,52.57,74.88,0.4924,LOW,EARLY,5.8455,5.6814,6.5967,0,63.5421,LAGGARD,28.9092
10,-4,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4765.0,66.67,-0.0158,0.0459,-0.0822,FLAT,-2.67,76.92,97.44,-43.75,52.8,66.98,0.6659,LOW,EARLY,5195.8,5249.0963,5304.2252,0,60.6321,LAGGARD,28.6159
11,-1,URG,UR-ENERGY INC,Uranium,mid,1.53,88.89,-0.0304,0.0413,0.1126,STRONG_DOWN,20.47,115.49,-11.56,-45.71,48.4,69.16,0.8416,LOW,EARLY,1.7295,1.6118,1.5519,0,80.825,LAGGARD,28.4416
14,2,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.79,68.89,-0.0875,0.0746,0.007,FLAT,-5.34,78.07,27.06,-38.43,50.0,61.64,1.0906,MED,EARLY,5.25,5.0882,5.2654,0,63.3249,LAGGARD,26.384
20,1,SMR,NUSCALE POWER CORP,Uranium,mid,11.33,4.44,0.0623,0.0477,0.0789,FLAT,-46.38,-55.25,54.57,-82.86,44.8,94.16,1.0582,MED,EARLY,11.8925,11.4588,23.1552,0,-26.2885,WEAK,19.4161
21,-2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.55,48.89,-0.0457,-0.0955,-0.2424,STRONG_UP,-3.13,34.78,-13.89,-46.91,47.83,70.42,0.6457,LOW,EARLY,1.7797,1.8183,1.9339,0,23.6247,WEAK,18.8039
24,-1,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,3958.0,44.44,0.0235,0.0625,-0.027,FLAT,-8.46,30.8,207.87,-23.59,46.69,45.78,1.1302,MED,EARLY,4414.7,4559.6303,4255.6922,0,31.4157,WEAK,16.6981
29,-2,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.41,51.11,-0.0687,-0.1249,-0.0398,FLAT,13.29,34.78,-27.6,-34.17,47.83,73.79,0.5702,LOW,EARLY,4.0165,3.947,3.6055,0,22.5458,LAGGARD,14.7598
30,0,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.205,2.22,-0.0392,-0.1118,-0.1247,STRONG_UP,-26.07,-66.06,-78.9,-74.73,41.5,74.08,0.7372,LOW,EARLY,1.3988,1.5145,1.6892,0,-37.0051,WEAK,14.1418
31,2,YCA.L,YELLOW CAKE PLC,Uranium,mid,572.5,40.0,0.0473,0.0924,0.0728,FLAT,7.71,23.92,-16.42,-23.13,47.62,30.97,0.7768,LOW,EARLY,587.5,593.68,577.2725,0,36.7763,WEAK,13.6495
