rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,36.09,100.0,0.0418,0.0802,0.0013,FLAT,374.87,1024.3,913.76,-46.18,57.2,121.92,0.4133,LOW,-,38.7808,39.3142,20.9612,1,480.5603,LEADER,105.8717
2,0,2308.TW,Delta Electronics Inc,lithium,producer,large,2220.0,97.3,0.0787,0.3435,0.8242,STRONG_DOWN,117.65,531.14,614.76,-17.21,55.19,65.23,0.9668,LOW,-,1881.5,1581.7,1045.22,1,449.3911,LEADER,91.2462
3,7,ARE.TO,Aecon Group,uranium,producer,mid,54.47,90.48,0.1491,0.2138,0.631,STRONG_DOWN,77.86,218.94,243.65,-21.01,57.6,38.63,1.4649,MED,-,47.328,43.2617,30.9581,1,326.448,LEADER,74.8539
4,18,NEWP,New Pacific Metals,silver,explorer,mid,5.76,93.1,0.121,0.3685,0.8221,STRONG_DOWN,154.87,423.64,,-41.19,53.6,95.94,1.885,HIGH,-,5.2165,4.7622,3.1996,1,236.6782,LEADER,70.1637
5,0,KCP.V,King Copper Discovery,copper,producer,small,0.85,100.0,0.0199,0.0123,-0.166,STRONG_UP,19.72,529.63,466.67,-47.77,44.8,77.35,0.8457,LOW,-,0.8885,0.9234,0.7509,1,306.7538,LEADER,69.7242
6,-2,PLS.AX,PLS GROUP LTD,lithium,producer,large,6.05,86.49,-0.0309,0.027,0.2401,STRONG_DOWN,83.33,308.78,44.39,-30.79,54.94,57.35,0.4517,LOW,-,5.727,5.1608,3.7269,1,295.8079,LEADER,67.4927
7,1,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,60.51,81.08,0.1269,0.1684,0.2433,STRONG_DOWN,77.91,245.29,176.04,-21.71,52.7,54.33,2.0162,HIGH,-,49.5527,46.1267,36.4111,1,237.927,LEADER,65.3391
8,-1,047040.KS,Daewoo Eng & Co,uranium,producer,large,32150.0,100.0,-0.0152,0.8525,5.3546,STRONG_DOWN,715.99,823.85,741.62,-27.11,49.38,149.3,0.7531,LOW,-,28593.0,19008.0,7763.5,1,272.4832,LEADER,64.0169
9,0,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,explorer,mid,16.2,98.73,0.0296,0.2863,0.3571,STRONG_DOWN,145.45,468.42,523.08,-43.5,55.2,97.3,0.6968,LOW,-,15.7265,14.3704,9.9268,1,265.7435,LEADER,63.5391
10,7,ARG.TO,Amerigo Resources,copper,producer,mid,6.02,93.67,0.0536,0.1632,0.1937,STRONG_DOWN,108.48,278.55,303.17,-28.72,57.2,62.85,1.2658,MED,-,6.0265,5.5561,3.9215,1,253.5127,LEADER,62.8782
11,-8,LTR.AX,LIONTOWN LTD,lithium,producer,large,2.42,91.89,0.0008,0.2661,0.1906,FLAT,105.96,379.21,95.16,-34.62,52.17,78.08,0.6385,LOW,-,2.1595,1.8503,1.4313,1,253.3719,LEADER,62.4588
12,-6,SCZ.V,Santacruz Silver Mining,silver,producer,mid,10.69,96.55,0.0147,-0.0053,-0.1279,STRONG_UP,44.46,424.02,762.1,-57.28,50.8,95.14,0.5621,LOW,EARLY,11.5165,12.3736,10.8692,0,226.4053,LAGGARD,60.8401
13,3,034020.KS,Doosan Enerbility,uranium,producer,large,127200.0,95.24,0.0035,0.2567,0.465,STRONG_DOWN,31.95,365.93,644.73,-24.79,53.53,73.32,0.5655,LOW,-,112350.0,105142.0,82641.5,1,267.1638,LEADER,60.5273
14,-3,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.43,100.0,0.0159,0.7495,0.7793,STRONG_DOWN,65.38,726.92,760.0,-67.74,38.74,135.8,1.1773,MED,-,0.287,0.257,0.1959,1,207.3711,LEADER,60.3173
15,0,SPD.AX,Southern Palladium Limited,palladium,producer,small,1.53,100.0,-0.0519,0.1008,-0.1002,FLAT,45.71,580.0,212.24,-51.85,44.66,105.1,0.7655,LOW,-,1.6586,1.6728,1.3959,1,246.4586,LEADER,58.8855
16,-4,HL,Hecla Mining Co,silver,producer,large,17.58,86.21,0.003,-0.0302,0.0028,FLAT,36.66,267.68,254.53,-45.95,53.6,69.28,0.5405,LOW,-,18.779,19.6997,16.1241,1,207.0969,LEADER,57.7173
17,2,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,14.04,94.59,0.045,0.1975,0.2878,STRONG_DOWN,147.18,396.11,90.24,-32.65,52.8,83.88,0.8224,LOW,-,12.142,10.6092,7.6328,1,249.3416,LEADER,57.3008
18,3,UUUU,Energy Fuels Inc,uranium,producer,mid,21.62,96.83,0.0667,0.1525,-0.0099,FLAT,5.41,377.26,275.35,-51.28,52.8,92.41,0.9379,LOW,-,20.358,19.8384,17.0451,1,215.5554,LEADER,57.1219
19,-6,MIN.AX,MINERAL RESOURCES LTD,lithium,producer,large,66.98,72.97,0.0711,0.1098,0.0738,FLAT,38.39,223.11,-13.01,-30.29,56.52,53.33,0.6724,LOW,-,60.6675,57.6782,48.6236,1,236.452,CONTENDER,56.5411
20,-6,FDY.TO,Faraday Copper,copper,explorer,mid,4.51,97.47,-0.0529,0.0179,0.5369,STRONG_DOWN,112.74,450.0,583.33,-33.95,49.6,93.35,0.4888,LOW,-,4.877,4.6496,2.7073,1,239.1002,LEADER,56.0254
21,-1,1208.HK,MMG Ltd.,copper,producer,large,8.28,91.14,-0.0364,0.135,-0.0653,FLAT,18.29,246.44,124.39,-37.38,57.55,67.14,0.4758,LOW,-,8.496,8.7466,7.3323,1,211.2425,LEADER,55.4261
22,2,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,90.79,67.57,0.0432,0.0556,-0.2593,FLAT,73.1,211.75,165.43,-34.96,50.62,58.68,1.1492,MED,-,81.874,79.2854,62.3157,1,182.6659,CONTENDER,53.7218
23,2,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,80.03,59.46,0.0656,0.2817,0.1426,FLAT,64.64,174.73,106.47,-23.05,54.77,52.2,2.2818,HIGH,-,65.7965,58.2514,51.2113,1,183.3368,CONTENDER,53.7055
24,2,2099.HK,China Gold International Resources,copper,producer,large,166.1,86.08,-0.0112,0.0897,-0.097,FLAT,32.92,230.45,250.03,-40.87,55.51,66.98,0.3422,LOW,-,174.7352,174.4665,144.6259,1,190.9874,LEADER,52.8696
25,2,AGMR.TO,Silver Mountain Resources,silver,explorer,small,3.54,100.0,0.0009,-0.0254,0.1016,FLAT,43.32,490.0,4620.0,-43.49,51.6,115.6,0.6423,LOW,-,3.861,4.1382,3.2882,1,218.7197,LEADER,52.1261
26,6,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.38,99.06,0.0225,0.1993,0.2475,STRONG_DOWN,86.49,345.16,294.29,-41.21,39.2,87.15,1.6073,HIGH,-,1.4515,1.3472,0.8929,1,155.2533,LEADER,51.8843
27,1,GLEN.L,Glencore,copper,producer,large,563.0,64.56,0.0523,-0.0109,0.3143,FLAT,54.1,127.27,20.36,-14.09,56.22,29.79,0.3655,LOW,-,558.29,539.07,410.8987,1,240.1929,CONTENDER,50.8834
28,10,SAG.V,Sterling Metals,copper,producer,small,1.23,96.2,-0.0067,-0.0509,-0.122,STRONG_UP,-25.0,355.56,105.0,-58.45,36.8,67.28,0.2023,LOW,-,1.358,1.531,1.4162,0,194.4775,LAGGARD,49.7697
29,24,LUN.TO,Lundin Mining,copper,producer,large,33.59,78.48,0.0111,-0.0543,0.1079,FLAT,49.98,194.02,118.84,-33.67,55.6,67.23,1.2046,MED,-,37.519,36.5614,26.9719,1,160.4535,LEADER,49.4604
30,-1,OGC.TO,Oceanagold Corp,gold,explorer,large,40.61,83.96,-0.007,-0.0097,-0.0093,FLAT,31.08,185.42,350.66,-31.6,58.4,57.63,0.713,LOW,-,44.8185,46.9847,37.0715,1,187.8972,LEADER,48.8019
31,-1,ARIS,Aris Mining Corp,gold,producer,mid,17.52,92.45,0.008,-0.0193,0.0447,FLAT,77.33,217.97,319.14,-28.97,60.8,65.02,0.3452,LOW,-,19.4985,19.3264,14.0726,1,203.8206,LEADER,48.4056
32,5,USAS,Americas Gold & Silver,gold,producer,mid,5.85,97.17,0.0615,0.1429,-0.0878,FLAT,47.36,303.45,800.0,-53.44,52.4,96.99,0.7002,LOW,-,5.9065,6.7304,5.0372,1,163.9415,LEADER,48.1513
33,6,300450.SZ,WUXI LEAD INTELLIGENT EQUI-A,lithium,producer,large,55.22,56.76,-0.0516,-0.0417,-0.3257,FLAT,0.36,173.85,151.27,-32.4,50.62,46.73,0.8185,LOW,-,53.822,52.1256,47.9733,1,188.3201,CONTENDER,48.1147
