rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.555,100.0,0.1563,0.7105,1.4235,STRONG_DOWN,38.75,11000.0,3600.0,-71.54,48.02,118.54,1.8009,HIGH,-,0.4265,0.3754,0.281,1,4456.0487,LEADER,1055.0671
2,0,G11.AX,G11 Resources Limited,Gold,small,0.27,99.35,-0.1,0.0337,-0.133,FLAT,1250.0,1976.92,900.0,-30.77,34.63,64.69,0.7699,LOW,-,0.3188,0.3362,0.1766,1,1058.291,LEADER,206.1479
3,0,A1G.AX,African Gold Limited,Gold,small,0.85,98.04,-0.0058,0.0399,0.3695,STRONG_DOWN,146.38,709.52,2328.57,-37.36,47.62,75.26,0.6069,LOW,-,0.9205,0.8617,0.47,1,448.944,LEADER,92.2823
4,0,TM1.AX,Terra Metals Limited,Gold,small,0.27,98.69,-0.0526,-0.1441,1.5163,FLAT,68.75,1250.0,429.41,-46.49,40.87,178.1,1.8159,HIGH,-,0.3152,0.3217,0.1615,1,286.8473,LEADER,82.555
5,0,VTM.AX,Victory Metals Limited,Gold,small,1.475,94.77,0.0573,0.3605,0.3388,FLAT,5.36,278.21,514.58,-46.36,46.34,77.46,1.0194,MED,-,1.393,1.3008,1.225,1,166.4346,LEADER,47.0305
6,0,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.62,89.54,-0.1866,-0.0948,-0.0897,STRONG_DOWN,36.93,219.51,296.35,-40.36,55.95,75.55,0.8333,LOW,-,6.1272,6.0503,4.1748,1,162.5597,LEADER,43.0634
7,0,RSG.AX,Resolute Mining Limited,Gold,mid,1.345,87.58,0.0267,0.1049,0.1044,FLAT,40.84,198.89,253.95,-31.25,52.38,61.86,0.8754,LOW,-,1.4173,1.3924,1.0228,1,168.4093,LEADER,42.415
8,0,WGX.AX,Westgold Resources Limited,Gold,large,5.62,76.47,0.0446,-0.0912,-0.0704,FLAT,33.81,101.61,134.26,-37.64,53.97,60.23,1.9073,HIGH,-,6.451,6.9034,5.0587,1,91.0518,LEADER,40.4161
9,0,FAL.AX,Falcon Metals Limited,Gold,small,0.56,95.42,0.12,-0.033,-0.0057,FLAT,-30.43,314.81,330.77,-61.21,42.46,94.08,0.4191,LOW,-,0.6185,0.7076,0.6335,0,142.0816,LAGGARD,39.8255
10,0,BCN.AX,Beacon Minerals Limited,Gold,small,3.15,88.89,-0.0125,-0.0253,0.2199,FLAT,39.65,208.85,221.2,-38.13,47.22,72.4,1.1043,MED,-,3.582,3.803,2.5256,1,136.212,LEADER,38.9538
