rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.295,100.0,-0.2713,-0.4654,-0.1102,FLAT,-26.25,4114.29,2169.23,-71.54,47.41,118.73,1.364,MED,EARLY,0.433,0.3896,0.3072,0,1642.8727,LAGGARD,368.9678
2,0,G11.AX,G11 Resources Limited,Gold,small,0.32,99.33,-0.0088,-0.0954,-0.0011,FLAT,1423.81,2361.54,1233.33,-32.05,34.43,71.42,1.14,MED,-,0.2988,0.3142,0.198,1,1138.4453,LEADER,246.8761
3,0,A1G.AX,African Gold Limited,Gold,small,1.04,97.99,0.0159,0.1395,0.7115,STRONG_DOWN,205.88,766.67,2788.89,-37.36,48.21,79.2,5.5913,HIGH,-,0.9477,0.9353,0.5341,1,466.6793,LEADER,116.9481
4,0,TM1.AX,Terra Metals Limited,Gold,small,0.345,98.66,0.181,0.1336,1.0524,FLAT,122.58,1226.92,538.89,-46.49,43.43,167.91,1.5163,HIGH,-,0.2935,0.3305,0.1819,1,317.3442,LEADER,89.1902
5,2,VTM.AX,Victory Metals Limited,Gold,small,1.88,93.29,0.0475,0.2707,0.56,STRONG_DOWN,50.4,327.27,717.39,-46.36,46.53,82.29,2.8838,HIGH,-,1.6012,1.4271,1.2892,1,185.0529,LEADER,54.915
6,0,FAL.AX,Falcon Metals Limited,Gold,small,0.535,95.97,0.0507,-0.01,-0.1436,STRONG_UP,-29.61,435.0,311.54,-61.21,42.63,110.59,0.0462,LOW,-,0.5052,0.623,0.6626,0,167.6829,LAGGARD,45.7779
7,-1,DGR.AX,DGR Global Limited,Gold,small,0.031,97.32,-0.0088,-0.08,-0.0288,FLAT,34.78,588.89,93.75,-40.0,25.9,84.81,0.1578,LOW,-,0.0318,0.0311,0.0243,1,179.8399,LEADER,44.576
8,0,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,5.74,91.28,0.0582,-0.0694,-0.011,FLAT,44.08,232.5,271.68,-43.14,56.18,86.86,0.4093,LOW,-,4.892,5.6222,4.388,1,150.3772,LEADER,42.6014
9,0,AQI.AX,Alicanto Minerals Limited,Gold,small,1.775,94.63,0.0479,0.1025,0.0901,FLAT,236.17,393.06,572.35,-47.03,37.05,111.56,1.1113,MED,-,1.6165,1.816,1.0297,1,130.537,LEADER,40.3487
10,-5,TOR.AX,Torque Metals Limited,Gold,small,0.505,95.3,0.0013,0.1255,0.7389,STRONG_DOWN,80.36,426.04,248.28,-36.23,45.82,118.44,0.3868,LOW,-,0.4618,0.3878,0.3056,1,164.8196,LEADER,39.8505
11,-1,RSG.AX,Resolute Mining Limited,Gold,mid,1.425,85.91,-0.026,0.0109,0.2153,STRONG_DOWN,18.75,182.18,235.29,-31.25,52.19,68.28,0.3835,LOW,-,1.3885,1.4168,1.0859,1,139.2484,LEADER,36.1741
12,-1,BCN.AX,Beacon Minerals Limited,Gold,small,3.34,88.59,-0.0177,-0.033,-0.0167,FLAT,9.86,204.08,183.81,-38.13,47.01,71.84,0.3373,LOW,-,3.256,3.5792,2.7037,1,133.547,LEADER,34.5543
13,3,ERM.AX,Emmerson Resources Limited,Gold,small,0.425,86.58,0.0032,0.0717,0.5764,STRONG_DOWN,57.41,193.1,844.44,-23.81,43.82,73.76,2.1695,HIGH,-,0.387,0.3631,0.2722,1,114.7206,LEADER,33.7132
