rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,G11.AX,G11 Resources Limited,Gold,small,0.34,100.0,0.089,0.215,0.0129,FLAT,47.83,2166.67,996.77,-32.05,35.32,68.29,0.4738,LOW,-,0.316,0.3139,0.2123,1,1120.6131,LEADER,218.2972
2,0,TM1.AX,Terra Metals Limited,Gold,small,0.29,99.35,-0.1408,-0.0116,0.0105,STRONG_DOWN,56.76,1218.18,437.04,-46.49,43.48,104.95,0.4648,LOW,-,0.327,0.3266,0.1952,1,504.6836,LEADER,105.7763
3,-2,A1G.AX,African Gold Limited,Gold,small,1.04,98.04,0.0429,0.111,0.3865,STRONG_DOWN,240.98,700.0,3597.78,-37.36,46.43,73.54,0.0,LOW,-,1.024,0.9613,0.5675,1,441.95,LEADER,90.9784
4,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.23,98.69,-0.0558,-0.4434,-0.1655,FLAT,-16.36,751.85,1990.91,-71.54,47.04,112.7,0.3991,LOW,EARLY,0.3298,0.3804,0.3138,0,313.8164,LAGGARD,80.7092
5,-3,DGR.AX,DGR Global Limited,Gold,small,0.029,97.39,0.0095,-0.0995,0.0244,FLAT,45.0,480.0,93.33,-40.0,26.09,82.83,1.6374,HIGH,-,0.031,0.0312,0.0253,1,151.1916,LEADER,47.7037
6,0,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,6.33,92.81,0.0508,0.4041,0.2296,FLAT,83.34,261.53,313.84,-43.14,56.92,87.88,0.6639,LOW,-,5.6695,5.76,4.5568,1,169.3903,LEADER,46.1624
7,0,BCN.AX,Beacon Minerals Limited,Gold,small,2.86,88.24,-0.0352,-0.1564,-0.1884,STRONG_UP,20.01,180.41,151.41,-38.13,46.64,72.64,1.8944,HIGH,-,3.2635,3.4682,2.796,1,115.8381,LEADER,39.3211
8,-5,FAL.AX,Falcon Metals Limited,Gold,small,0.485,95.42,-0.0427,-0.0545,-0.2544,STRONG_UP,-27.07,321.74,259.26,-61.21,41.5,104.28,0.149,LOW,-,0.5145,0.5758,0.6707,0,128.0416,LAGGARD,38.2146
9,0,TOR.AX,Torque Metals Limited,Gold,small,0.445,96.73,-0.0496,-0.0002,0.7075,STRONG_DOWN,78.0,378.49,256.0,-36.23,45.45,113.84,0.7775,LOW,-,0.4912,0.4267,0.3201,1,151.1119,LEADER,37.2343
10,-6,AQI.AX,Alicanto Minerals Limited,Gold,small,1.485,94.77,-0.1188,-0.1174,-0.1772,FLAT,209.38,312.5,486.96,-47.03,38.34,108.48,1.3356,MED,-,1.711,1.7603,1.0905,1,110.4466,LEADER,36.0241
11,0,VTM.AX,Victory Metals Limited,Gold,small,1.675,90.85,-0.0006,0.1026,0.5498,STRONG_DOWN,65.84,228.43,628.26,-46.36,45.75,84.65,0.196,LOW,-,1.7418,1.5196,1.3271,1,123.4582,LEADER,33.4367
12,0,TSO.AX,Tesoro Gold Limited,Gold,small,1.13,88.89,0.0892,0.2115,0.1226,FLAT,34.52,189.74,93.16,-41.05,45.45,82.81,1.2899,MED,-,1.039,0.9959,0.9396,1,104.1406,LEADER,33.0294
